geneId,geneName,numEntries
105372918,LOC105372918,0
105372924,LOC105372924,0
105372926,LOC105372926,0
105372932,LOC105372932,0
105372945,LOC105372945,0
105372957,LOC105372957,0
105372971,LOC105372971,0
105372974,LOC105372974,0
105372976,LOC105372976,0
105372985,LOC105372985,0
105372988,LOC105372988,0
105373000,LOC105373000,0
105373002,LOC105373002,0
105373021,LOC105373021,0
105373023,LOC105373023,0
105373024,LOC105373024,0
105373027,LOC105373027,0
105373029,LOC105373029,0
105373030,LOC105373030,0
105373032,LOC105373032,0
105373037,LOC105373037,0
105373038,LOC105373038,0
105373041,LOC105373041,0
105373042,LOC105373042,0
105373051,LOC105373051,0
105373062,LOC105373062,0
105373064,LOC105373064,0
105373074,LOC105373074,0
105373075,LOC105373075,0
105373081,LOC105373081,0
105373098,LOC105373098,0
105373100,LOC105373100,0
105373108,LOC105373108,0
105373109,LOC105373109,0
105373119,LOC105373119,0
105373126,LOC105373126,0
105373142,LOC105373142,0
105373146,LOC105373146,0
105373148,LOC105373148,0
105373156,LOC105373156,0
105373166,LOC105373166,0
105373170,LOC105373170,0
105373182,LOC105373182,0
105373184,LOC105373184,0
105373194,LOC105373194,0
105373204,LOC105373204,0
105373211,LOC105373211,0
105373215,LOC105373215,0
105373220,LOC105373220,0
105373224,LOC105373224,0
105373225,LOC105373225,0
105373240,LOC105373240,0
105373241,LOC105373241,0
105373250,LOC105373250,0
105373252,LOC105373252,0
105373258,LOC105373258,0
105373262,LOC105373262,0
105373265,LOC105373265,0
105373281,LOC105373281,0
105373312,LOC105373312,0
105373313,LOC105373313,0
105373328,LOC105373328,0
105373346,LOC105373346,0
105373347,LOC105373347,0
105373370,LOC105373370,0
105373379,LOC105373379,0
105373386,LOC105373386,0
105373398,LOC105373398,0
105373401,LOC105373401,0
105373402,LOC105373402,0
105373411,LOC105373411,0
105373414,LOC105373414,0
105373415,LOC105373415,0
105373416,LOC105373416,0
105373436,LOC105373436,0
105373449,LOC105373449,0
105373454,LOC105373454,0
105373456,LOC105373456,0
105373458,LOC105373458,0
105373465,LOC105373465,0
105373504,LOC105373504,0
105373512,LOC105373512,0
105373563,LOC105373563,0
105373567,LOC105373567,0
105373572,LOC105373572,0
105373583,LOC105373583,0
105373585,LOC105373585,0
105373592,LOC105373592,0
105373602,LOC105373602,0
105373605,LOC105373605,0
105373608,LOC105373608,0
105373609,LOC105373609,0
105373629,LOC105373629,0
105373640,LOC105373640,0
105373643,LOC105373643,0
105373644,LOC105373644,0
105373648,LOC105373648,0
105373664,LOC105373664,0
105373667,LOC105373667,0
105373668,LOC105373668,0
105373673,LOC105373673,0
105373674,LOC105373674,0
105373686,LOC105373686,0
105373693,LOC105373693,0
105373696,LOC105373696,0
105373700,LOC105373700,0
105373703,LOC105373703,0
105373710,LOC105373710,0
105373712,LOC105373712,0
105373717,LOC105373717,0
105373718,LOC105373718,0
105373719,LOC105373719,0
105373737,LOC105373737,0
105373750,LOC105373750,0
105373757,LOC105373757,0
105373766,LOC105373766,0
105373776,LOC105373776,0
105373777,LOC105373777,0
105373780,LOC105373780,0
105373781,LOC105373781,0
105373786,LOC105373786,0
105373791,LOC105373791,0
105373796,LOC105373796,0
105373804,LOC105373804,0
105373805,LOC105373805,0
105373821,LOC105373821,0
105373822,LOC105373822,0
105373828,LOC105373828,0
105373831,LOC105373831,0
105373833,LOC105373833,0
105373835,LOC105373835,0
105373845,LOC105373845,0
105373847,LOC105373847,0
105373857,LOC105373857,0
105373864,LOC105373864,0
105373868,LOC105373868,0
105373871,LOC105373871,0
105373873,LOC105373873,0
105373874,LOC105373874,0
105373880,LOC105373880,0
105373881,LOC105373881,0
105373882,LOC105373882,0
105373887,LOC105373887,0
105373893,LOC105373893,0
105373895,LOC105373895,0
105373898,LOC105373898,0
105373899,LOC105373899,0
105373905,LOC105373905,0
105373909,LOC105373909,0
105373910,LOC105373910,0
105373911,LOC105373911,0
105373914,LOC105373914,0
105373915,LOC105373915,0
105373918,LOC105373918,0
105373919,LOC105373919,0
105373920,LOC105373920,0
105373929,LOC105373929,0
105373937,LOC105373937,0
105373940,LOC105373940,0
105373953,LOC105373953,0
105373958,LOC105373958,0
105373971,LOC105373971,0
105373977,LOC105373977,0
105373985,LOC105373985,0
105373999,LOC105373999,0
105374007,LOC105374007,0
105374016,LOC105374016,0
105374027,LOC105374027,0
105374031,LOC105374031,0
105374033,LOC105374033,0
105374036,LOC105374036,0
105374037,LOC105374037,0
105374039,LOC105374039,0
105374040,LOC105374040,0
105374041,LOC105374041,0
105374042,LOC105374042,0
105374054,LOC105374054,0
105374060,LOC105374060,0
105374069,LOC105374069,0
105374071,LOC105374071,0
105374076,LOC105374076,0
105374094,LOC105374094,0
105374101,LOC105374101,0
105374107,LOC105374107,0
105374113,LOC105374113,0
105374116,LOC105374116,0
105374126,LOC105374126,0
105374132,LOC105374132,0
105374134,LOC105374134,0
105374136,LOC105374136,0
105374138,LOC105374138,0
105374145,LOC105374145,0
105374159,LOC105374159,0
105374174,LOC105374174,0
105374179,LOC105374179,0
105374187,LOC105374187,0
105374191,LOC105374191,0
105374193,LOC105374193,0
105374200,LOC105374200,0
105374209,LOC105374209,0
105374211,LOC105374211,0
105374216,LOC105374216,0
105374218,LOC105374218,0
105374225,LOC105374225,0
105374234,LOC105374234,0
105374240,LOC105374240,0
105374245,LOC105374245,0
105374248,LOC105374248,0
105374249,LOC105374249,0
105374257,LOC105374257,0
105374258,LOC105374258,0
105374264,LOC105374264,0
105374265,LOC105374265,0
105374276,LOC105374276,0
105374292,LOC105374292,0
105374303,LOC105374303,0
105374307,LOC105374307,0
105374317,LOC105374317,0
105374318,LOC105374318,0
105374325,LOC105374325,0
105374328,LOC105374328,0
105374332,LOC105374332,0
105374333,LOC105374333,0
105374339,LOC105374339,0
105374354,LOC105374354,0
105374355,LOC105374355,0
105374362,LOC105374362,0
105374363,LOC105374363,0
105374368,LOC105374368,0
105374370,LOC105374370,0
105374378,LOC105374378,0
105374381,LOC105374381,0
105374382,LOC105374382,0
105374407,LOC105374407,0
105374412,LOC105374412,0
105374413,LOC105374413,0
105374418,LOC105374418,0
105374440,LOC105374440,0
105374453,LOC105374453,0
105374455,LOC105374455,0
105374456,LOC105374456,0
105374464,LOC105374464,0
105374465,LOC105374465,0
105374470,LOC105374470,0
105374471,LOC105374471,0
105374476,LOC105374476,0
105374478,LOC105374478,0
105374481,LOC105374481,0
105374482,LOC105374482,0
105374492,LOC105374492,0
105374493,LOC105374493,0
105374494,LOC105374494,0
105374497,LOC105374497,0
105374505,LOC105374505,0
105374506,LOC105374506,0
105374510,LOC105374510,0
105374514,LOC105374514,0
105374523,LOC105374523,0
105374524,LOC105374524,0
105374528,LOC105374528,0
105374534,LOC105374534,0
105374535,LOC105374535,0
105374549,LOC105374549,0
105374552,LOC105374552,0
105374553,LOC105374553,0
105374557,LOC105374557,0
105374567,LOC105374567,0
105374568,LOC105374568,0
105374570,LOC105374570,0
105374571,LOC105374571,0
105374581,LOC105374581,0
105374591,LOC105374591,0
105374593,LOC105374593,0
105374608,LOC105374608,0
105374610,LOC105374610,0
105374612,LOC105374612,0
105374618,LOC105374618,0
105374636,LOC105374636,0
105374640,LOC105374640,0
105374645,LOC105374645,0
105374646,LOC105374646,0
105374647,LOC105374647,0
105374649,LOC105374649,0
105374653,LOC105374653,0
105374660,LOC105374660,0
105374662,LOC105374662,0
105374666,LOC105374666,0
105374673,LOC105374673,0
105374690,LOC105374690,0
105374696,LOC105374696,0
105374697,LOC105374697,0
105374699,LOC105374699,0
105374703,LOC105374703,0
105374723,LOC105374723,0
105374724,LOC105374724,0
105374732,LOC105374732,0
105374733,LOC105374733,0
105374736,LOC105374736,0
105374737,LOC105374737,0
105374739,LOC105374739,0
105374748,LOC105374748,0
105374754,LOC105374754,0
105374758,LOC105374758,0
105374764,LOC105374764,0
105374768,LOC105374768,0
105374772,LOC105374772,0
105374780,LOC105374780,0
105374781,LOC105374781,0
105374785,LOC105374785,0
105374786,LOC105374786,0
105374794,LOC105374794,0
105374802,LOC105374802,0
105374803,LOC105374803,0
105374804,LOC105374804,0
105374807,LOC105374807,0
105374811,LOC105374811,0
105374812,LOC105374812,0
105374820,LOC105374820,0
105374823,LOC105374823,0
105374827,LOC105374827,0
105374839,LOC105374839,0
105374843,LOC105374843,0
105374845,LOC105374845,0
105374846,LOC105374846,0
105374852,LOC105374852,0
105374870,LOC105374870,0
105374875,LOC105374875,0
105374879,LOC105374879,0
105374880,LOC105374880,0
105374882,LOC105374882,0
105374889,LOC105374889,0
105374894,LOC105374894,0
105374898,LOC105374898,0
105374901,LOC105374901,0
105374902,LOC105374902,0
105374903,LOC105374903,0
105374904,LOC105374904,0
105374906,LOC105374906,0
105374907,LOC105374907,0
105374914,LOC105374914,0
105374918,LOC105374918,0
105374925,LOC105374925,0
105374928,LOC105374928,0
105374937,LOC105374937,0
105374939,LOC105374939,0
105374942,LOC105374942,0
105374945,LOC105374945,0
105374946,LOC105374946,0
105374947,LOC105374947,0
105374952,LOC105374952,0
105374957,LOC105374957,0
105374958,LOC105374958,0
105374963,LOC105374963,0
105374968,LOC105374968,0
105374971,LOC105374971,0
105374972,LOC105374972,0
105374975,LOC105374975,0
105374976,LOC105374976,0
105374981,LOC105374981,0
105374985,LOC105374985,0
105374986,LOC105374986,0
105374988,LOC105374988,0
105374991,LOC105374991,0
105374996,LOC105374996,0
105375001,LOC105375001,0
105375002,LOC105375002,0
105375003,LOC105375003,0
105375005,LOC105375005,0
105375008,LOC105375008,0
105375010,LOC105375010,0
105375012,LOC105375012,0
105375019,LOC105375019,0
105375020,LOC105375020,0
105375021,LOC105375021,0
105375023,LOC105375023,0
105375024,LOC105375024,0
105375025,LOC105375025,0
105375026,LOC105375026,0
105375027,LOC105375027,0
105375034,LOC105375034,0
105375036,LOC105375036,0
105375045,LOC105375045,0
105375046,LOC105375046,0
105375047,LOC105375047,0
105375050,LOC105375050,0
105375053,LOC105375053,0
105375056,LOC105375056,0
105375059,LOC105375059,0
105375060,LOC105375060,0
105375061,LOC105375061,0
105375064,LOC105375064,0
105375067,LOC105375067,0
105375068,LOC105375068,0
105375069,LOC105375069,0
105375070,LOC105375070,0
105375075,LOC105375075,0
105375080,LOC105375080,0
105375087,LOC105375087,0
105375091,LOC105375091,0
105375095,LOC105375095,0
105375097,LOC105375097,0
105375103,LOC105375103,0
105375106,LOC105375106,0
105375107,LOC105375107,0
105375123,LOC105375123,0
105375124,LOC105375124,0
105375128,LOC105375128,0
105375132,LOC105375132,0
105375142,LOC105375142,0
105375145,LOC105375145,0
105375146,LOC105375146,0
105375151,LOC105375151,0
105375153,LOC105375153,0
105375158,LOC105375158,0
105375166,LOC105375166,0
105375168,LOC105375168,0
105375170,LOC105375170,0
105375180,LOC105375180,0
105375183,LOC105375183,0
105375186,LOC105375186,0
105375187,LOC105375187,0
105375199,LOC105375199,0
105375200,LOC105375200,0
105375207,LOC105375207,0
105375215,LOC105375215,0
105375219,LOC105375219,0
105375220,LOC105375220,0
105375221,LOC105375221,0
105375222,LOC105375222,0
105375235,LOC105375235,0
105375238,LOC105375238,0
105375239,LOC105375239,0
105375240,LOC105375240,0
105375242,LOC105375242,0
105375245,LOC105375245,0
105375246,LOC105375246,0
105375257,LOC105375257,0
105375258,LOC105375258,0
105375259,LOC105375259,0
105375264,LOC105375264,0
105375265,LOC105375265,0
105375268,LOC105375268,0
105375284,LOC105375284,0
105375310,LOC105375310,0
105375313,LOC105375313,0
105375322,LOC105375322,0
105375328,LOC105375328,0
105375336,LOC105375336,0
105375341,LOC105375341,0
105375343,LOC105375343,0
105375347,LOC105375347,0
105375350,LOC105375350,0
105375361,LOC105375361,0
105375363,LOC105375363,0
105375366,LOC105375366,0
105375370,LOC105375370,0
105375382,LOC105375382,0
105375386,LOC105375386,0
105375397,LOC105375397,0
105375401,LOC105375401,0
105375402,LOC105375402,0
105375404,LOC105375404,0
105375409,LOC105375409,0
105375410,LOC105375410,0
105375411,LOC105375411,0
105375412,LOC105375412,0
105375416,LOC105375416,0
105375423,LOC105375423,0
105375429,LOC105375429,0
105375434,LOC105375434,0
105375435,LOC105375435,0
105375436,LOC105375436,0
105375443,LOC105375443,0
105375444,LOC105375444,0
105375446,LOC105375446,0
105375450,LOC105375450,0
105375451,LOC105375451,0
105375452,LOC105375452,0
105375463,LOC105375463,0
105375467,LOC105375467,0
105375490,LOC105375490,0
105375492,LOC105375492,0
105375494,LOC105375494,0
105375501,LOC105375501,0
105375503,LOC105375503,0
105375508,LOC105375508,0
105375512,LOC105375512,0
105375513,LOC105375513,0
105375514,LOC105375514,0
105375519,LOC105375519,0
105375523,LOC105375523,0
105375530,LOC105375530,0
105375536,LOC105375536,0
105375537,LOC105375537,0
105375541,LOC105375541,0
105375545,LOC105375545,0
105375546,LOC105375546,0
105375553,LOC105375553,0
105375554,LOC105375554,0
105375567,LOC105375567,0
105375580,LOC105375580,0
105375586,LOC105375586,0
105375591,LOC105375591,0
105375597,LOC105375597,0
105375601,LOC105375601,0
105375610,LOC105375610,0
105375623,LOC105375623,0
105375629,LOC105375629,0
105375630,LOC105375630,0
105375631,LOC105375631,0
105375644,LOC105375644,0
105375655,LOC105375655,0
105375668,LOC105375668,0
105375669,LOC105375669,0
105375670,LOC105375670,0
105375672,LOC105375672,0
105375673,LOC105375673,0
105375688,LOC105375688,0
105375692,LOC105375692,0
105375695,LOC105375695,0
105375696,LOC105375696,0
105375700,LOC105375700,0
105375704,LOC105375704,0
105375711,LOC105375711,0
105375712,LOC105375712,0
105375716,LOC105375716,0
105375717,LOC105375717,0
105375721,LOC105375721,0
105375723,LOC105375723,0
105375725,LOC105375725,0
105375730,LOC105375730,0
105375733,LOC105375733,0
105375738,LOC105375738,0
105375739,LOC105375739,0
105375741,LOC105375741,0
105375743,LOC105375743,0
105375746,LOC105375746,0
105375749,LOC105375749,0
105375750,LOC105375750,0
105375751,LOC105375751,0
105375752,LOC105375752,0
105375753,LOC105375753,0
105375759,LOC105375759,0
105375760,LOC105375760,0
105375761,LOC105375761,0
105375762,LOC105375762,0
105375763,LOC105375763,0
105375768,LOC105375768,0
105375781,LOC105375781,0
105375794,LOC105375794,0
105375814,LOC105375814,0
105375818,LOC105375818,0
105375821,LOC105375821,0
105375825,LOC105375825,0
105375828,LOC105375828,0
105375829,LOC105375829,0
105375831,LOC105375831,0
105375835,LOC105375835,0
105375836,LOC105375836,0
105375840,LOC105375840,0
105375855,LOC105375855,0
105375856,LOC105375856,0
105375861,LOC105375861,0
105375864,LOC105375864,0
105375883,LOC105375883,0
105375889,LOC105375889,0
105375894,LOC105375894,0
105375897,LOC105375897,0
105375903,LOC105375903,0
105375904,LOC105375904,0
105375906,LOC105375906,0
105375911,LOC105375911,0
105375914,LOC105375914,0
105375916,LOC105375916,0
105375920,LOC105375920,0
105375922,LOC105375922,0
105375925,LOC105375925,0
105375933,LOC105375933,0
105375935,LOC105375935,0
105375936,LOC105375936,0
105375949,LOC105375949,0
105375951,LOC105375951,0
105375956,LOC105375956,0
105375957,LOC105375957,0
105375959,LOC105375959,0
105375970,LOC105375970,0
105375971,LOC105375971,0
105375974,LOC105375974,0
105375975,LOC105375975,0
105375976,LOC105375976,0
105375977,LOC105375977,0
105375979,LOC105375979,0
105375983,LOC105375983,0
105375988,LOC105375988,0
105375990,LOC105375990,0
105375993,LOC105375993,0
105375999,LOC105375999,0
105376009,LOC105376009,0
105376011,LOC105376011,0
105376020,LOC105376020,0
105376025,LOC105376025,0
105376032,LOC105376032,0
105376033,LOC105376033,0
105376035,LOC105376035,0
105376079,LOC105376079,0
105376082,LOC105376082,0
105376087,LOC105376087,0
105376088,LOC105376088,0
105376097,LOC105376097,0
105376107,LOC105376107,0
105376110,LOC105376110,0
105376114,LOC105376114,0
105376116,LOC105376116,0
105376121,LOC105376121,0
105376126,LOC105376126,0
105376131,LOC105376131,0
105376139,LOC105376139,0
105376146,LOC105376146,0
105376154,LOC105376154,0
105376157,LOC105376157,0
105376158,LOC105376158,0
105376167,LOC105376167,0
105376168,LOC105376168,0
105376184,LOC105376184,0
105376193,LOC105376193,0
105376196,LOC105376196,0
105376197,LOC105376197,0
105376204,LOC105376204,0
105376206,LOC105376206,0
105376208,LOC105376208,0
105376209,LOC105376209,0
105376214,LOC105376214,0
105376219,LOC105376219,0
105376224,LOC105376224,0
105376225,LOC105376225,0
105376229,LOC105376229,0
105376232,LOC105376232,0
105376234,LOC105376234,0
105376235,LOC105376235,0
105376236,LOC105376236,0
105376237,LOC105376237,0
105376240,LOC105376240,0
105376244,LOC105376244,0
105376247,LOC105376247,0
105376249,LOC105376249,0
105376250,LOC105376250,0
105376253,LOC105376253,0
105376277,LOC105376277,0
105376278,LOC105376278,0
105376290,LOC105376290,0
105376294,LOC105376294,0
105376299,LOC105376299,0
105376301,LOC105376301,0
105376325,LOC105376325,0
105376326,LOC105376326,0
105376328,LOC105376328,0
105376345,LOC105376345,0
105376350,LOC105376350,0
105376360,LOC105376360,0
105376373,LOC105376373,0
105376374,LOC105376374,0
105376375,LOC105376375,0
105376384,LOC105376384,0
105376387,LOC105376387,0
105376392,LOC105376392,0
105376397,LOC105376397,0
105376400,LOC105376400,0
105376412,LOC105376412,0
105376413,LOC105376413,0
105376419,LOC105376419,0
105376426,LOC105376426,0
105376434,LOC105376434,0
105376442,LOC105376442,0
105376454,LOC105376454,0
105376456,LOC105376456,0
105376471,LOC105376471,0
105376481,LOC105376481,0
105376485,LOC105376485,0
105376505,LOC105376505,0
105376512,LOC105376512,0
105376514,LOC105376514,0
105376536,LOC105376536,0
105376541,LOC105376541,0
105376544,LOC105376544,0
105376571,LOC105376571,0
105376576,LOC105376576,0
105376577,LOC105376577,0
105376578,LOC105376578,0
105376579,LOC105376579,0
105376583,LOC105376583,0
105376585,LOC105376585,0
105376587,LOC105376587,0
105376588,LOC105376588,0
105376591,LOC105376591,0
105376598,LOC105376598,0
105376607,LOC105376607,0
105376611,LOC105376611,0
105376617,LOC105376617,0
105376621,LOC105376621,0
105376622,LOC105376622,0
105376624,LOC105376624,0
105376626,LOC105376626,0
105376627,LOC105376627,0
105376632,LOC105376632,0
105376634,LOC105376634,0
105376644,LOC105376644,0
105376654,LOC105376654,0
105376661,LOC105376661,0
105376687,LOC105376687,0
105376707,LOC105376707,0
105376714,LOC105376714,0
105376725,LOC105376725,0
105376735,LOC105376735,0
105376748,LOC105376748,0
105376755,LOC105376755,0
105376759,LOC105376759,0
105376767,LOC105376767,0
105376775,LOC105376775,0
105376787,LOC105376787,0
105376789,LOC105376789,0
105376799,LOC105376799,0
105376806,LOC105376806,0
105376817,LOC105376817,0
105376818,LOC105376818,0
105376819,LOC105376819,0
105376823,LOC105376823,0
105376839,LOC105376839,0
105376845,LOC105376845,0
105376850,LOC105376850,0
105376861,LOC105376861,0
105376878,LOC105376878,0
105376885,LOC105376885,0
105376886,LOC105376886,0
105376892,LOC105376892,0
105376917,LOC105376917,0
105376921,LOC105376921,0
105376926,LOC105376926,0
105376933,LOC105376933,0
105376934,LOC105376934,0
105376941,LOC105376941,0
105376942,LOC105376942,0
105376956,LOC105376956,0
105376963,LOC105376963,0
105376972,LOC105376972,0
105376976,LOC105376976,0
105376991,LOC105376991,0
105377002,LOC105377002,0
105377003,LOC105377003,0
105377013,LOC105377013,0
105377015,LOC105377015,0
105377016,LOC105377016,0
105377022,LOC105377022,0
105377023,LOC105377023,0
105377043,LOC105377043,0
105377056,LOC105377056,0
105377061,LOC105377061,0
105377062,LOC105377062,0
105377067,LOC105377067,0
105377091,LOC105377091,0
105377095,LOC105377095,0
105377097,LOC105377097,0
105377102,LOC105377102,0
105377109,LOC105377109,0
105377110,LOC105377110,0
105377113,LOC105377113,0
105377114,LOC105377114,0
105377115,LOC105377115,0
105377124,LOC105377124,0
105377127,LOC105377127,0
105377134,LOC105377134,0
105377136,LOC105377136,0
105377139,LOC105377139,0
105377142,LOC105377142,0
105377144,LOC105377144,0
105377155,LOC105377155,0
105377156,LOC105377156,0
105377158,LOC105377158,0
105377159,LOC105377159,0
105377160,LOC105377160,0
105377174,LOC105377174,0
105377177,LOC105377177,0
105377179,LOC105377179,0
105377181,LOC105377181,0
105377193,LOC105377193,0
105377203,LOC105377203,0
105377207,LOC105377207,0
105377262,LOC105377262,0
105377273,LOC105377273,0
105377276,LOC105377276,0
105377286,LOC105377286,0
105377289,LOC105377289,0
105377290,LOC105377290,0
105377291,LOC105377291,0
105377294,LOC105377294,0
105377296,LOC105377296,0
105377299,LOC105377299,0
105377300,LOC105377300,0
105377307,LOC105377307,0
105377320,LOC105377320,0
105377323,LOC105377323,0
105377327,LOC105377327,0
105377329,LOC105377329,0
105377345,LOC105377345,0
105377347,LOC105377347,0
105377351,LOC105377351,0
105377356,LOC105377356,0
105377364,LOC105377364,0
105377369,LOC105377369,0
105377374,LOC105377374,0
105377378,LOC105377378,0
105377387,LOC105377387,0
105377396,LOC105377396,0
105377397,LOC105377397,0
105377402,LOC105377402,0
105377406,LOC105377406,0
105377407,LOC105377407,0
105377413,LOC105377413,0
105377448,LOC105377448,0
105377459,LOC105377459,0
105377460,LOC105377460,0
105377461,LOC105377461,0
105377462,LOC105377462,0
105377465,LOC105377465,0
105377473,LOC105377473,0
105377475,LOC105377475,0
105377476,LOC105377476,0
105377479,LOC105377479,0
105377481,LOC105377481,0
105377483,LOC105377483,0
105377488,LOC105377488,0
105377498,LOC105377498,0
105377499,LOC105377499,0
105377505,LOC105377505,0
105377506,LOC105377506,0
105377509,LOC105377509,0
105377516,LOC105377516,0
105377529,LOC105377529,0
105377535,LOC105377535,0
105377548,LOC105377548,0
105377552,LOC105377552,0
105377555,LOC105377555,0
105377557,LOC105377557,0
105377564,LOC105377564,0
105377567,LOC105377567,0
105377587,LOC105377587,0
105377596,LOC105377596,0
105377603,LOC105377603,0
105377604,LOC105377604,0
105377616,LOC105377616,0
105377621,LOC105377621,0
105377626,LOC105377626,0
105377628,LOC105377628,0
105377632,LOC105377632,0
105377641,LOC105377641,0
105377647,LOC105377647,0
105377659,LOC105377659,0
105377673,LOC105377673,0
105377683,LOC105377683,0
105377684,LOC105377684,0
105377697,LOC105377697,0
105377698,LOC105377698,0
105377703,LOC105377703,0
105377705,LOC105377705,0
105377709,LOC105377709,0
105377712,LOC105377712,0
105377714,LOC105377714,0
105377715,LOC105377715,0
105377721,LOC105377721,0
105377724,LOC105377724,0
105377727,LOC105377727,0
105377730,LOC105377730,0
105377732,LOC105377732,0
105377739,LOC105377739,0
105377742,LOC105377742,0
105377750,LOC105377750,0
105377781,LOC105377781,0
105377785,LOC105377785,0
105377786,LOC105377786,0
105377791,LOC105377791,0
105377792,LOC105377792,0
105377795,LOC105377795,0
105377797,LOC105377797,0
105377842,LOC105377842,0
105377843,LOC105377843,0
105377850,LOC105377850,0
105377853,LOC105377853,0
105377855,LOC105377855,0
105377858,LOC105377858,0
105377862,LOC105377862,0
105377864,LOC105377864,0
105377865,LOC105377865,0
105377871,LOC105377871,0
105377885,LOC105377885,0
105377891,LOC105377891,0
105377897,LOC105377897,0
105377901,LOC105377901,0
105377911,LOC105377911,0
105377920,LOC105377920,0
105377923,LOC105377923,0
105377927,LOC105377927,0
105377929,LOC105377929,0
105377935,LOC105377935,0
105377936,LOC105377936,0
105377937,LOC105377937,0
105377944,LOC105377944,0
105377953,LOC105377953,0
105377955,LOC105377955,0
105377971,LOC105377971,0
105377975,LOC105377975,0
105377977,LOC105377977,0
105377979,LOC105377979,0
105377982,LOC105377982,0
105377984,LOC105377984,0
105377986,LOC105377986,0
105377989,LOC105377989,0
105377991,LOC105377991,0
105377992,LOC105377992,0
105377993,LOC105377993,0
105377999,LOC105377999,0
105378000,LOC105378000,0
105378003,LOC105378003,0
105378005,LOC105378005,0
105378010,LOC105378010,0
105378011,LOC105378011,0
105378013,LOC105378013,0
105378018,LOC105378018,0
105378021,LOC105378021,0
105378023,LOC105378023,0
105378024,LOC105378024,0
105378031,LOC105378031,0
105378036,LOC105378036,0
105378047,LOC105378047,0
105378054,LOC105378054,0
105378071,LOC105378071,0
105378072,LOC105378072,0
105378075,LOC105378075,0
105378083,LOC105378083,0
105378084,LOC105378084,0
105378085,LOC105378085,0
105378091,LOC105378091,0
105378102,LOC105378102,0
105378105,LOC105378105,0
105378110,LOC105378110,0
105378117,LOC105378117,0
105378120,LOC105378120,0
105378122,LOC105378122,0
105378140,LOC105378140,0
105378141,LOC105378141,0
105378143,LOC105378143,0
105378146,LOC105378146,0
105378153,LOC105378153,0
105378178,LOC105378178,0
105378183,LOC105378183,0
105378184,LOC105378184,0
105378198,LOC105378198,0
105378204,LOC105378204,0
105378208,LOC105378208,0
105378209,LOC105378209,0
105378218,LOC105378218,0
105378221,LOC105378221,0
105378225,LOC105378225,0
105378226,LOC105378226,0
105378228,LOC105378228,0
105378230,LOC105378230,0
105378234,LOC105378234,0
105378236,LOC105378236,0
105378255,LOC105378255,0
105378271,LOC105378271,0
105378286,LOC105378286,0
105378287,LOC105378287,0
105378299,LOC105378299,0
105378305,LOC105378305,0
105378311,LOC105378311,0
105378313,LOC105378313,0
105378314,LOC105378314,0
105378318,LOC105378318,0
105378319,LOC105378319,0
105378327,LOC105378327,0
105378329,LOC105378329,0
105378330,LOC105378330,0
105378336,LOC105378336,0
105378340,LOC105378340,0
105378347,LOC105378347,0
105378351,LOC105378351,0
105378353,LOC105378353,0
105378360,LOC105378360,0
105378367,LOC105378367,0
105378379,LOC105378379,0
105378387,LOC105378387,0
105378392,LOC105378392,0
105378409,LOC105378409,0
105378415,LOC105378415,0
105378437,LOC105378437,0
105378438,LOC105378438,0
105378447,LOC105378447,0
105378448,LOC105378448,0
105378449,LOC105378449,0
105378450,LOC105378450,0
105378457,LOC105378457,0
105378458,LOC105378458,0
105378460,LOC105378460,0
105378469,LOC105378469,0
105378477,LOC105378477,0
105378481,LOC105378481,0
105378486,LOC105378486,0
105378490,LOC105378490,0
105378492,LOC105378492,0
105378493,LOC105378493,0
105378500,LOC105378500,0
105378502,LOC105378502,0
105378515,LOC105378515,0
105378516,LOC105378516,0
105378519,LOC105378519,0
105378521,LOC105378521,0
105378522,LOC105378522,0
105378525,LOC105378525,0
105378526,LOC105378526,0
105378532,LOC105378532,0
105378541,LOC105378541,0
105378558,LOC105378558,0
105378560,LOC105378560,0
105378563,LOC105378563,0
105378568,LOC105378568,0
105378590,LOC105378590,0
105378606,LOC105378606,0
105378609,LOC105378609,0
105378614,LOC105378614,0
105378620,LOC105378620,0
105378626,LOC105378626,0
105378639,LOC105378639,0
105378641,LOC105378641,0
105378642,LOC105378642,0
105378648,LOC105378648,0
105378649,LOC105378649,0
105378650,LOC105378650,0
105378651,LOC105378651,0
105378654,LOC105378654,0
105378657,LOC105378657,0
105378658,LOC105378658,0
105378662,LOC105378662,0
105378667,LOC105378667,0
105378685,LOC105378685,0
105378687,LOC105378687,0
105378688,LOC105378688,0
105378714,LOC105378714,0
105378728,LOC105378728,0
105378731,LOC105378731,0
105378737,LOC105378737,0
105378740,LOC105378740,0
105378741,LOC105378741,0
105378745,LOC105378745,0
105378746,LOC105378746,0
105378761,LOC105378761,0
105378764,LOC105378764,0
105378771,LOC105378771,0
105378776,LOC105378776,0
105378780,LOC105378780,0
105378783,LOC105378783,0
105378796,LOC105378796,0
105378797,LOC105378797,0
105378798,LOC105378798,0
105378800,LOC105378800,0
105378801,LOC105378801,0
105378806,LOC105378806,0
105378808,LOC105378808,0
105378833,LOC105378833,0
105378841,LOC105378841,0
105378851,LOC105378851,0
105378860,LOC105378860,0
105378861,LOC105378861,0
105378863,LOC105378863,0
105378866,LOC105378866,0
105378867,LOC105378867,0
105378885,LOC105378885,0
105378891,LOC105378891,0
